# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 240K of event 'cycles:Pu'
# Event count (approx.): 198773327444
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
# ........  ...............  ....................  ...........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.02%  spgemm_cpu_exec  spgemm_cpu_exec       [.] __gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__ops::_Iter_comp_iter<spgemm_cpu(CSRMatrix const&, CSRMatrix const&, CSRMatrix&)::{lambda(auto:1 const&, auto:2 const&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__ops::_Iter_comp_iter<spgemm_cpu(CSRMatrix const&, CSRMatrix const&, CSRMatrix&)::{lambda(auto:1 const&, auto:2 const&)#1}>)
     0.02%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::istream::operator>>(int&)
     0.02%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::string::reserve(unsigned long)
     0.02%  spgemm_cpu_exec  spgemm_cpu_exec       [.] read_vector_float(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
     0.02%  spgemm_cpu_exec  spgemm_cpu_exec       [.] __gnu_cxx::__enable_if<std::__is_scalar<float>::__value, void>::__type std::__fill_a1<float*, float>(float*, float*, float const&)
     0.02%  spgemm_cpu_exec  spgemm_cpu_exec       [.] __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&)
     0.02%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b259
     0.02%  spgemm_cpu_exec  spgemm_cpu_exec       [.] void std::_Construct<std::pair<int, float>>(std::pair<int, float>*)
     0.02%  spgemm_cpu_exec  spgemm_cpu_exec       [.] __gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >::operator-(long) const
     0.02%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] strlen@plt
     0.02%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b000b90
     0.02%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b000ef0
     0.02%  spgemm_cpu_exec  spgemm_cpu_exec       [.] int& std::forward<int&>(std::remove_reference<int&>::type&)
     0.02%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012e91d
     0.02%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::pair<int, float>* std::__addressof<std::pair<int, float> >(std::pair<int, float>&)
     0.02%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::locale::id::_M_id() const@plt
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012e8f4
     0.01%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x00000000000207c6
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] pthread_once@plt
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::string::_Rep::_S_create(unsigned long, unsigned long, std::allocator<char> const&)
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb4c8
     0.01%  spgemm_cpu_exec  libc.so.6             [.] __mpn_construct_float
     0.01%  spgemm_cpu_exec  libc.so.6             [.] __libc_alloca_cutoff
     0.01%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x000000000002060d
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::ostream::sentry::sentry(std::ostream&)@plt
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::do_get(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, long&) const
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::string::_Rep::_M_clone(std::allocator<char> const&, unsigned long)
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b267
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::ostream::operator<<(int)
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] operator new(unsigned long)
     0.01%  spgemm_cpu_exec  spgemm_cpu_exec       [.] read_vector_int(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb4d9
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb471
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b244
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b27a
     0.01%  spgemm_cpu_exec  libc.so.6             [.] memcpy@@GLIBC_2.14@plt
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b26e
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000010352d
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012e933
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb43e
     0.01%  spgemm_cpu_exec  libc.so.6             [.] __printf_fp
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)@plt
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb467
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::locale::facet::_S_get_c_locale()@plt
     0.01%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8ae2bc1c
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012e91a
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012fb00
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb42c
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb47c
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb44e
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb4ba
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] __uselocale@plt
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012e921
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b24d
     0.01%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::istream::sentry::sentry(std::istream&, bool)@plt
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b274
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b25f
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b104104
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b246
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::ostream::operator<<(int)@plt
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb40e
     0.00%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x000000000002060f
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::basic_ios<char, std::char_traits<char> >::operator bool() const@plt
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012fb47
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012fb14
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012fb23
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012faf0
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb41e
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb4a6
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012fb39
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x0000000000103504
     0.00%  spgemm_cpu_exec  libc.so.6             [.] __strtof_l
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012fb1d
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] operator new(unsigned long)@plt
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x0000000000103516
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b263
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x0000000000103528
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] operator delete(void*)
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb47f
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb456
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8aeac1ce
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb4d5
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb419
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::ctype<char> const& std::use_facet<std::ctype<char> >(std::locale const&)@plt
     0.00%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x00000000000207c1
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b000ef3
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b240
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b0015d7
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012fb35
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b276
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::string::_Rep::_S_create(unsigned long, unsigned long, std::allocator<char> const&)@plt
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb4ab
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb4bf
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] malloc@plt
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb4d4
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x0000000000103500
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012e936
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012fafc
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8ae2acb7
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x0000000000103508
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::istream& std::istream::_M_extract<float>(float&)@plt
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89e2b214
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89d16e33
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb406
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] memcpy@plt
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb4d1
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb446
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b000b93
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::string::_Rep::_M_destroy(std::allocator<char> const&)@plt
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b000083
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b000005
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb494
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a131227
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb4d7
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb404
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b001556
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b242
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89cb41a4
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b00008b
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89e2f5c6
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::basic_streambuf<char, std::char_traits<char> >::xsputn(char const*, long)@plt
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012e928
     0.00%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x00000000000207c8
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b249
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a1633fc
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::vector<float, std::allocator<float> >::capacity() const
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x0000000000103511
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89e2b205
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a3b6aba
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89cb41c6
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a067092
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a062658
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b0015a5
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8aeafb69
     0.00%  spgemm_cpu_exec  libc.so.6             [.] __mempcpy_avx_unaligned
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb400
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb425
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb482
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8ae2b3db
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89e2b282
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x0000000000103524
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a0625f4
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8aeac1c4
     0.00%  spgemm_cpu_exec  libc.so.6             [.] _int_malloc
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89cda55a
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8aeb0b75
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__ops::_Iter_comp_iter<spgemm_cpu(CSRMatrix const&, CSRMatrix const&, CSRMatrix&)::{lambda(auto:1 const&, auto:2 const&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__ops::_Iter_comp_iter<spgemm_cpu(CSRMatrix const&, CSRMatrix const&, CSRMatrix&)::{lambda(auto:1 const&, auto:2 const&)#1}>)
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b00156e
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b000f03
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89cb4195
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::vector<int, std::allocator<int> >::capacity() const
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8aeb0b41
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a0625d0
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012faf4
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] operator delete(void*)@plt
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000010352e
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x0000000000103505
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8aeb049b
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::istream::operator>>(int&)@plt
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a07a740
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a3b6a92
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8ae099ad
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::basic_filebuf<char, std::char_traits<char> >::underflow()
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a062643
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a05715b
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb46c
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a009349
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89ff7d0e
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb476
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a3b6a8e
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a1634bb
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] __strtof_l@plt
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb4b0
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a3b6a8a
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a132ca2
     0.00%  spgemm_cpu_exec  libc.so.6             [.] strlen@plt
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a13121a
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a0677f9
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89ff7fa0
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8ae26a07
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a00b89d
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] vsnprintf@plt
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a163476
     0.00%  spgemm_cpu_exec  libc.so.6             [.] __GI___writev
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a0955d1
     0.00%  spgemm_cpu_exec  libc.so.6             [.] ___vsnprintf
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb410
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89c17432
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8aebff28
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a1634da
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89ccea19
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a009f12
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a04f1f6
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a242faf
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a12fd62
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb4b3
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb436
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89da0097
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a4a31f8
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b245
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a24a266
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a1a1e45
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_float(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, std::string&) const@plt
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8aeb9f6a
     0.00%  spgemm_cpu_exec  ld-linux-x86-64.so.2  [.] do_lookup_x
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89e2f5b4
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012e916
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89e2f560
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a4a8996
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012e909
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a4a3090
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a12fcd5
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a3b6ac1
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a13114a
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a131453
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a13145b
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a1312e1
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89cdbf3d
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8aeb052a
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89d16e10
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012e92b
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a067376
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a0576aa
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8ae099d0
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89df4b8d
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] __gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > > std::__miter_base<__gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >)
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::vector<int, std::allocator<int> >::reserve(unsigned long)
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012fb30
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a0625f2
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] __gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >)
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] void std::_Destroy_aux<true>::__destroy<std::pair<int, float>*>(std::pair<int, float>*, std::pair<int, float>*)
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b000230
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8ae0992f
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8ae09a25
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89cdbcf2
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8ae2bc00
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] __gnu_cxx::new_allocator<std::pair<int, float> >::~new_allocator()
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8aeb04cd
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a4a6da4
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::_Vector_base<std::pair<int, float>, std::allocator<std::pair<int, float> > >::~_Vector_base()
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b00156c
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89dbc2c1
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8a07434e
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89cdbfb7
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b0015ea
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8ae09883
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8ae099db
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8aeb0b60
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89d16e15
     0.00%  spgemm_cpu_exec  libc.so.6             [.] sysmalloc
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8ae09a9e
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8aeafb58
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8ae099b1
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b0000a7
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8aeb047c
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b001551
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b001570
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89e2f545
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff8b000000
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89df4b94
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffff89dbc2c7
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&)
